series_id,area_code,item_code,seasonal,periodicity_code,base_code,base_period,series_title,footnote_codes,begin_year,begin_period,end_year,end_period
CUSR0000SAN,0000,SAN,S,R,S,1982-84=100,Nondurables in U.S. city average
CUSR0000SAN1D,0000,SAN1D,S,R,S,1982-84=100,Domestically produced farm food in U.S. city average
CUSR0000SANL1,0000,SANL1,S,R,S,1982-84=100,Nondurables less food in U.S. city average
CUSR0000SANL11,0000,SANL11,S,R,S,1982-84=100,Nondurables less food and beverages in U.S. city average
CUSR0000SANL113,0000,SANL113,S,R,S,1982-84=100,Nondurables less food
CUSR0000SANL13,0000,SANL13,S,R,S,1982-84=100,Nondurables less food and apparel in U.S. city average
CUSR0000SAR,0000,SAR,S,R,S,DECEMBER 1997=100,Recreation in U.S. city average
CUSR0000SARC,0000,SARC,S,R,S,DECEMBER 2009=100,Recreation commodities in U.S. city average
CUSR0000SARS,0000,SARS,S,R,S,DECEMBER 2009=100,Recreation services in U.S. city average
CUSR0000SAS,0000,SAS,S,R,S,1982-84=100,Services in U.S. city average
CUSR0000SAS24,0000,SAS24,S,R,S,1982-84=100,Utilities and public transportation in U.S. city average
CUSR0000SAS2RS,0000,SAS2RS,S,R,S,DECEMBER 1982=100,Rent of shelter in U.S. city average
CUSR0000SAS367,0000,SAS367,S,R,S,1982-84=100,Other services in U.S. city average
CUSR0000SAS4,0000,SAS4,S,R,S,1982-84=100,Transportation services in U.S. city average
CUSR0000SASL2RS,0000,SASL2RS,S,R,S,DECEMBER 1982=100,Services less rent of shelter in U.S. city average
CUSR0000SASL5,0000,SASL5,S,R,S,1982-84=100,Services less medical care services in U.S. city average
CUSR0000SASLE,0000,SASLE,S,R,S,1982-84=100,Services less energy services in U.S. city average
CUSR0000SAT,0000,SAT,S,R,S,1982-84=100,Transportation in U.S. city average
CUSR0000SAT1,0000,SAT1,S,R,S,1982-84=100,Private transportation in U.S. city average
CUSR0000SATCLTB,0000,SATCLTB,S,R,S,DECEMBER 2009=100,Transportation commodities less motor fuel in U.S. city average
CUSR0000SEAA,0000,SEAA,S,R,S,1982-84=100,Men's apparel in U.S. city average
CUSR0000SEAA01,0000,SEAA01,S,R,S,1982-84=100,Men's suits
CUSR0000SEAA02,0000,SEAA02,S,R,S,1982-84=100,Men's furnishings in U.S. city average
CUSR0000SEAA03,0000,SEAA03,S,R,S,DECEMBER 1997=100,Men's shirts and sweaters in U.S. city average
CUSR0000SEAA04,0000,SEAA04,S,R,S,1982-84=100,Men's pants and shorts in U.S. city average
CUSR0000SEAB,0000,SEAB,S,R,S,1982-84=100,Boys' apparel in U.S. city average
CUSR0000SEAC,0000,SEAC,S,R,S,1982-84=100,Women's apparel in U.S. city average
CUSR0000SEAC01,0000,SEAC01,S,R,S,1982-84=100,Women's outerwear in U.S. city average
CUSR0000SEAC02,0000,SEAC02,S,R,S,1982-84=100,Women's dresses in U.S. city average
CUSR0000SEAC03,0000,SEAC03,S,R,S,DECEMBER 1997=100,Women's suits and separates in U.S. city average
CUSR0000SEAC04,0000,SEAC04,S,R,S,DECEMBER 1997=100,Women's underwear
CUSR0000SEAD,0000,SEAD,S,R,S,1982-84=100,Girls' apparel in U.S. city average
CUSR0000SEAE,0000,SEAE,S,R,S,1982-84=100,Footwear in U.S. city average
CUSR0000SEAE01,0000,SEAE01,S,R,S,1982-84=100,Men's footwear in U.S. city average
CUSR0000SEAE02,0000,SEAE02,S,R,S,1982-84=100,Boys' and girls' footwear in U.S. city average
CUSR0000SEAE03,0000,SEAE03,S,R,S,1982-84=100,Women's footwear in U.S. city average
CUSR0000SEAF,0000,SEAF,S,R,S,1982-84=100,Infants' and toddlers' apparel in U.S. city average
CUSR0000SEAG,0000,SEAG,S,R,S,DECEMBER 1986=100,Jewelry and watches in U.S. city average
CUSR0000SEAG01,0000,SEAG01,S,R,S,DECEMBER 1986=100,Watches in U.S. city average
CUSR0000SEAG02,0000,SEAG02,S,R,S,DECEMBER 1986=100,Jewelry in U.S. city average
CUSR0000SEEA,0000,SEEA,S,R,S,1982-84=100,Educational books and supplies in U.S. city average
CUSR0000SEEB,0000,SEEB,S,R,S,1982-84=100,Tuition
CUSR0000SEEB01,0000,SEEB01,S,R,S,1982-84=100,College tuition and fees in U.S. city average
CUSR0000SEEB02,0000,SEEB02,S,R,S,1982-84=100,Elementary and high school tuition and fees in U.S. city average
CUSR0000SEEB03,0000,SEEB03,S,R,S,DECEMBER 1990=100,Child care and nursery school in U.S. city average
CUSR0000SEEB04,0000,SEEB04,S,R,S,DECEMBER 1997=100,Technical and business school tuition and fees in U.S. city average
CUSR0000SEEC,0000,SEEC,S,R,S,DECEMBER 1997=100,Postage and delivery services in U.S. city average
CUSR0000SEEC01,0000,SEEC01,S,R,S,1982-84=100,Postage in U.S. city average
CUSR0000SEEC02,0000,SEEC02,S,R,S,DECEMBER 1997=100,Delivery services in U.S. city average
CUSR0000SEEE,0000,SEEE,S,R,S,DECEMBER 1988=100,Information technology
CUSR0000SEEE01,0000,SEEE01,S,R,S,DECEMBER 2007=100,Personal computers and peripheral equipment in U.S. city average
CUSR0000SEEE03,0000,SEEE03,S,R,S,DECEMBER 1997=100,Internet services and electronic information providers in U.S. city average
CUSR0000SEEEC,0000,SEEEC,S,R,S,DECEMBER 2009=100,Information technology commodities in U.S. city average
CUSR0000SEFA,0000,SEFA,S,R,S,1982-84=100,Cereals and cereal products in U.S. city average
CUSR0000SEFA01,0000,SEFA01,S,R,S,1982-84=100,Flour and prepared flour mixes in U.S. city average
CUSR0000SEFA02,0000,SEFA02,S,R,S,1982-84=100,Breakfast cereal in U.S. city average
CUSR0000SEFA03,0000,SEFA03,S,R,S,1982-84=100,Rice
CUSR0000SEFB,0000,SEFB,S,R,S,1982-84=100,Bakery products in U.S. city average
CUSR0000SEFB01,0000,SEFB01,S,R,S,DECEMBER 1997=100,Bread in U.S. city average
CUSR0000SEFB02,0000,SEFB02,S,R,S,DECEMBER 1997=100,Fresh biscuits
CUSR0000SEFB03,0000,SEFB03,S,R,S,1982-84=100,Cakes
CUSR0000SEFB04,0000,SEFB04,S,R,S,1982-84=100,Other bakery products in U.S. city average
CUSR0000SEFC,0000,SEFC,S,R,S,1982-84=100,Beef and veal in U.S. city average
CUSR0000SEFC01,0000,SEFC01,S,R,S,1982-84=100,Uncooked ground beef in U.S. city average
CUSR0000SEFC03,0000,SEFC03,S,R,S,DECEMBER 1997=100,Uncooked beef steaks in U.S. city average
CUSR0000SEFD,0000,SEFD,S,R,S,1982-84=100,Pork in U.S. city average
CUSR0000SEFD01,0000,SEFD01,S,R,S,DECEMBER 1997=100,Bacon
CUSR0000SEFD02,0000,SEFD02,S,R,S,1982-84=100,Ham in U.S. city average
CUSR0000SEFD03,0000,SEFD03,S,R,S,1982-84=100,Pork chops in U.S. city average
CUSR0000SEFD04,0000,SEFD04,S,R,S,DECEMBER 1997=100,Other pork including roasts and picnics in U.S. city average
CUSR0000SEFE,0000,SEFE,S,R,S,1982-84=100,Other meats in U.S. city average
CUSR0000SEFF,0000,SEFF,S,R,S,1982-84=100,Poultry in U.S. city average
CUSR0000SEFF01,0000,SEFF01,S,R,S,DECEMBER 1997=100,Chicken in U.S. city average
CUSR0000SEFF02,0000,SEFF02,S,R,S,DECEMBER 1997=100,Other poultry including turkey in U.S. city average
CUSR0000SEFG,0000,SEFG,S,R,S,1982-84=100,Fish and seafood in U.S. city average
CUSR0000SEFG01,0000,SEFG01,S,R,S,DECEMBER 1997=100,Fresh fish and seafood in U.S. city average
CUSR0000SEFG02,0000,SEFG02,S,R,S,DECEMBER 1997=100,Processed fish and seafood in U.S. city average
CUSR0000SEFH,0000,SEFH,S,R,S,1982-84=100,Eggs in U.S. city average
CUSR0000SEFJ,0000,SEFJ,S,R,S,1982-84=100,Dairy and related products in U.S. city average
CUSR0000SEFJ01,0000,SEFJ01,S,R,S,DECEMBER 1997=100,Milk in U.S. city average
CUSR0000SEFJ02,0000,SEFJ02,S,R,S,1982-84=100,Cheese and related products in U.S. city average
CUSR0000SEFJ03,0000,SEFJ03,S,R,S,1982-84=100,Ice cream and related products in U.S. city average
CUSR0000SEFJ04,0000,SEFJ04,S,R,S,DECEMBER 1997=100,Other dairy and related products in U.S. city average
CUSR0000SEFK,0000,SEFK,S,R,S,1982-84=100,Fresh fruits in U.S. city average
CUSR0000SEFK01,0000,SEFK01,S,R,S,1982-84=100,Apples in U.S. city average
CUSR0000SEFK02,0000,SEFK02,S,R,S,1982-84=100,Bananas in U.S. city average
CUSR0000SEFK03,0000,SEFK03,S,R,S,DECEMBER 1997=100,Citrus fruits in U.S. city average
CUSR0000SEFK04,0000,SEFK04,S,R,S,DECEMBER 1997=100,Other fresh fruits in U.S. city average
CUSR0000SEFL,0000,SEFL,S,R,S,1982-84=100,Fresh vegetables in U.S. city average
CUSR0000SEFL01,0000,SEFL01,S,R,S,1982-84=100,Potatoes in U.S. city average
CUSR0000SEFL02,0000,SEFL02,S,R,S,1982-84=100,Lettuce in U.S. city average
CUSR0000SEFL03,0000,SEFL03,S,R,S,1982-84=100,Tomatoes in U.S. city average
CUSR0000SEFL04,0000,SEFL04,S,R,S,1982-84=100,Other fresh vegetables in U.S. city average
CUSR0000SEFM,0000,SEFM,S,R,S,DECEMBER 1997=100,Processed fruits and vegetables in U.S. city average
CUSR0000SEFM01,0000,SEFM01,S,R,S,DECEMBER 1997=100,Canned fruits and vegetables in U.S. city average
CUSR0000SEFM02,0000,SEFM02,S,R,S,DECEMBER 1997=100,Frozen fruits and vegetables in U.S. city average
CUSR0000SEFM03,0000,SEFM03,S,R,S,DECEMBER 1997=100,Other processed fruits and vegetables including dried in U.S. city average
CUSR0000SEFN,0000,SEFN,S,R,S,DECEMBER 1997=100,Juices and nonalcoholic drinks in U.S. city average
CUSR0000SEFN01,0000,SEFN01,S,R,S,1982-84=100,Carbonated drinks in U.S. city average
CUSR0000SEFN03,0000,SEFN03,S,R,S,DECEMBER 1997=100,Nonfrozen noncarbonated juices and drinks in U.S. city average
CUSR0000SEFP,0000,SEFP,S,R,S,DECEMBER 1997=100,Beverage materials including coffee and tea in U.S. city average
CUSR0000SEFP01,0000,SEFP01,S,R,S,1982-84=100,Coffee in U.S. city average
CUSR0000SEFP02,0000,SEFP02,S,R,S,DECEMBER 1997=100,Other beverage materials including tea in U.S. city average
CUSR0000SEFR,0000,SEFR,S,R,S,1982-84=100,Sugar and sweets in U.S. city average
CUSR0000SEFR01,0000,SEFR01,S,R,S,1982-84=100,Sugar and artificial sweeteners in U.S. city average
CUSR0000SEFR03,0000,SEFR03,S,R,S,DECEMBER 1997=100,Other sweets in U.S. city average
CUSR0000SEFS,0000,SEFS,S,R,S,1982-84=100,Fats and oils in U.S. city average
CUSR0000SEFS01,0000,SEFS01,S,R,S,DECEMBER 1997=100,Butter and margarine in U.S. city average
CUSR0000SEFS02,0000,SEFS02,S,R,S,DECEMBER 1997=100,Salad dressing in U.S. city average
CUSR0000SEFS03,0000,SEFS03,S,R,S,DECEMBER 1997=100,Other fats and oils including peanut butter in U.S. city average
CUSR0000SEFT,0000,SEFT,S,R,S,1982-84=100,Other foods in U.S. city average
CUSR0000SEFT01,0000,SEFT01,S,R,S,1982-84=100,Soups in U.S. city average
CUSR0000SEFT02,0000,SEFT02,S,R,S,1982-84=100,Frozen and freeze dried prepared foods in U.S. city average
CUSR0000SEFT03,0000,SEFT03,S,R,S,1982-84=100,Snacks in U.S. city average
CUSR0000SEFT04,0000,SEFT04,S,R,S,1982-84=100,Spices
CUSR0000SEFV,0000,SEFV,S,R,S,1982-84=100,Food away from home in U.S. city average
CUSR0000SEFV01,0000,SEFV01,S,R,S,DECEMBER 1997=100,Full service meals and snacks in U.S. city average
CUSR0000SEFV03,0000,SEFV03,S,R,S,DECEMBER 1997=100,Food at employee sites and schools in U.S. city average
CUSR0000SEFV05,0000,SEFV05,S,R,S,DECEMBER 1997=100,Other food away from home in U.S. city average
CUSR0000SEFW,0000,SEFW,S,R,S,1982-84=100,Alcoholic beverages at home in U.S. city average
CUSR0000SEFW01,0000,SEFW01,S,R,S,1982-84=100,Beer
CUSR0000SEFW02,0000,SEFW02,S,R,S,1982-84=100,Distilled spirits at home in U.S. city average
CUSR0000SEFW03,0000,SEFW03,S,R,S,1982-84=100,Wine at home in U.S. city average
CUSR0000SEFX,0000,SEFX,S,R,S,1982-84=100,Alcoholic beverages away from home in U.S. city average
CUSR0000SEGA,0000,SEGA,S,R,S,1982-84=100,Tobacco and smoking products in U.S. city average
CUSR0000SEGA01,0000,SEGA01,S,R,S,DECEMBER 1997=100,Cigarettes in U.S. city average
CUSR0000SEGD,0000,SEGD,S,R,S,1982-84=100,Miscellaneous personal services in U.S. city average
CUSR0000SEGD01,0000,SEGD01,S,R,S,DECEMBER 1986=100,Legal services in U.S. city average
CUSR0000SEGD02,0000,SEGD02,S,R,S,DECEMBER 1986=100,Funeral expenses in U.S. city average
CUSR0000SEGD03,0000,SEGD03,S,R,S,DECEMBER 1997=100,Laundry and dry cleaning services in U.S. city average
CUSR0000SEGD05,0000,SEGD05,S,R,S,DECEMBER 1986=100,Financial services in U.S. city average
CUSR0000SEGE,0000,SEGE,S,R,S,DECEMBER 1997=100,Miscellaneous personal goods in U.S. city average
CUSR0000SEHA,0000,SEHA,S,R,S,1982-84=100,Rent of primary residence in U.S. city average
CUSR0000SEHB,0000,SEHB,S,R,S,DECEMBER 1997=100,Lodging away from home in U.S. city average
CUSR0000SEHB01,0000,SEHB01,S,R,S,DECEMBER 1982=100,Housing at school
CUSR0000SEHB02,0000,SEHB02,S,R,S,1982-84=100,Other lodging away from home including hotels and motels in U.S. city average
CUSR0000SEHC,0000,SEHC,S,R,S,DECEMBER 1982=100,Owners' equivalent rent of residences in U.S. city average
CUSR0000SEHC01,0000,SEHC01,S,R,S,DECEMBER 1982=100,Owners' equivalent rent of primary residence in U.S. city average
CUSR0000SEHE,0000,SEHE,S,R,S,1982-84=100,Fuel oil and other fuels in U.S. city average
CUSR0000SEHE01,0000,SEHE01,S,R,S,1982-84=100,Fuel oil in U.S. city average
CUSR0000SEHE02,0000,SEHE02,S,R,S,DECEMBER 1986=100,Propane
CUSR0000SEHF,0000,SEHF,S,R,S,1982-84=100,Energy services in U.S. city average
CUSR0000SEHF01,0000,SEHF01,S,R,S,1982-84=100,Electricity in U.S. city average
CUSR0000SEHF02,0000,SEHF02,S,R,S,1982-84=100,Utility (piped) gas service in U.S. city average
CUSR0000SEHG,0000,SEHG,S,R,S,DECEMBER 1997=100,Water and sewer and trash collection services in U.S. city average
CUSR0000SEHG01,0000,SEHG01,S,R,S,1982-84=100,Water and sewerage maintenance in U.S. city average
CUSR0000SEHG02,0000,SEHG02,S,R,S,DECEMBER 1983=100,Garbage and trash collection in U.S. city average
CUSR0000SEHH,0000,SEHH,S,R,S,DECEMBER 1997=100,Window and floor coverings and other linens in U.S. city average
CUSR0000SEHH02,0000,SEHH02,S,R,S,DECEMBER 1997=100,Window coverings in U.S. city average
CUSR0000SEHJ,0000,SEHJ,S,R,S,1982-84=100,Furniture and bedding in U.S. city average
CUSR0000SEHJ03,0000,SEHJ03,S,R,S,DECEMBER 1997=100,Other furniture in U.S. city average
CUSR0000SEHK,0000,SEHK,S,R,S,DECEMBER 1997=100,Appliances in U.S. city average
CUSR0000SEHK01,0000,SEHK01,S,R,S,DECEMBER 1997=100,Major appliances in U.S. city average
CUSR0000SEHK02,0000,SEHK02,S,R,S,DECEMBER 1997=100,Other appliances in U.S. city average
CUSR0000SEHL,0000,SEHL,S,R,S,DECEMBER 1997=100,Other household equipment and furnishings in U.S. city average
CUSR0000SEHL02,0000,SEHL02,S,R,S,DECEMBER 1990=100,Indoor plants and flowers in U.S. city average
CUSR0000SEHL04,0000,SEHL04,S,R,S,DECEMBER 1997=100,Nonelectric cookware and tableware in U.S. city average
CUSR0000SEHM,0000,SEHM,S,R,S,DECEMBER 1997=100,Tools
CUSR0000SEHM02,0000,SEHM02,S,R,S,DECEMBER 1997=100,Outdoor equipment and supplies in U.S. city average
CUSR0000SEHN,0000,SEHN,S,R,S,1982-84=100,Housekeeping supplies in U.S. city average
CUSR0000SEHN01,0000,SEHN01,S,R,S,DECEMBER 1997=100,Household cleaning products in U.S. city average
CUSR0000SEHN03,0000,SEHN03,S,R,S,DECEMBER 1997=100,Miscellaneous household products in U.S. city average
CUSR0000SEHP03,0000,SEHP03,S,R,S,DECEMBER 1997=100,Moving
CUSR0000SEMC,0000,SEMC,S,R,S,1982-84=100,Professional services in U.S. city average
CUSR0000SEMC01,0000,SEMC01,S,R,S,1982-84=100,Physicians' services in U.S. city average
CUSR0000SEMC02,0000,SEMC02,S,R,S,1982-84=100,Dental services in U.S. city average
CUSR0000SEMC03,0000,SEMC03,S,R,S,DECEMBER 1986=100,Eyeglasses and eye care in U.S. city average
CUSR0000SEMC04,0000,SEMC04,S,R,S,DECEMBER 1986=100,Services by other medical professionals in U.S. city average
CUSR0000SEMD,0000,SEMD,S,R,S,1982-84=100,Hospital and related services in U.S. city average
CUSR0000SEMD01,0000,SEMD01,S,R,S,DECEMBER 1996=100,Hospital services in U.S. city average
CUSR0000SEMD02,0000,SEMD02,S,R,S,DECEMBER 1996=100,Nursing homes and adult day services in U.S. city average
CUSR0000SEMF01,0000,SEMF01,S,R,S,1982-84=100,Prescription drugs in U.S. city average
CUSR0000SERA,0000,SERA,S,R,S,DECEMBER 1997=100,Video and audio in U.S. city average
CUSR0000SERA01,0000,SERA01,S,R,S,1982-84=100,Televisions in U.S. city average
CUSR0000SERA02,0000,SERA02,S,R,S,DECEMBER 1983=100,Cable and satellite television service in U.S. city average
CUSR0000SERA03,0000,SERA03,S,R,S,DECEMBER 1997=100,Other video equipment in U.S. city average
CUSR0000SERA05,0000,SERA05,S,R,S,1982-84=100,Audio equipment in U.S. city average
CUSR0000SERAC,0000,SERAC,S,R,S,DECEMBER 2009=100,Video and audio products in U.S. city average
CUSR0000SERAS,0000,SERAS,S,R,S,DECEMBER 2009=100,Video and audio services in U.S. city average
CUSR0000SERB,0000,SERB,S,R,S,DECEMBER 1997=100,Pets
CUSR0000SERB01,0000,SERB01,S,R,S,1982-84=100,Pets and pet products in U.S. city average
CUSR0000SERB02,0000,SERB02,S,R,S,DECEMBER 1997=100,Pet services including veterinary in U.S. city average
CUSR0000SERC,0000,SERC,S,R,S,1982-84=100,Sporting goods in U.S. city average
CUSR0000SERC01,0000,SERC01,S,R,S,1982-84=100,Sports vehicles including bicycles in U.S. city average
CUSR0000SERC02,0000,SERC02,S,R,S,1982-84=100,Sports equipment in U.S. city average
CUSR0000SERD,0000,SERD,S,R,S,DECEMBER 1997=100,Photography in U.S. city average
CUSR0000SERD01,0000,SERD01,S,R,S,1982-84=100,Photographic equipment and supplies in U.S. city average
CUSR0000SERE,0000,SERE,S,R,S,DECEMBER 1997=100,Other recreational goods in U.S. city average
CUSR0000SERE01,0000,SERE01,S,R,S,1982-84=100,Toys in U.S. city average
CUSR0000SERE02,0000,SERE02,S,R,S,DECEMBER 1997=100,Sewing machines
CUSR0000SERE03,0000,SERE03,S,R,S,DECEMBER 1997=100,Music instruments and accessories in U.S. city average
CUSR0000SERF,0000,SERF,S,R,S,DECEMBER 1997=100,Other recreation services in U.S. city average
CUSR0000SERF01,0000,SERF01,S,R,S,DECEMBER 1997=100,Club membership for shopping clubs
CUSR0000SERF02,0000,SERF02,S,R,S,1982-84=100,Admissions in U.S. city average
CUSR0000SERF03,0000,SERF03,S,R,S,DECEMBER 1986=100,Fees for lessons or instructions in U.S. city average
CUSR0000SERG,0000,SERG,S,R,S,1982-84=100,Recreational reading materials in U.S. city average
CUSR0000SETA,0000,SETA,S,R,S,DECEMBER 1997=100,New and used motor vehicles in U.S. city average
CUSR0000SETA01,0000,SETA01,S,R,S,1982-84=100,New vehicles in U.S. city average
CUSR0000SETA02,0000,SETA02,S,R,S,1982-84=100,Used cars and trucks in U.S. city average
CUSR0000SETA03,0000,SETA03,S,R,S,DECEMBER 2001=100,Leased cars and trucks in U.S. city average
CUSR0000SETA04,0000,SETA04,S,R,S,DECEMBER 1997=100,Car and truck rental in U.S. city average
CUSR0000SETB,0000,SETB,S,R,S,1982-84=100,Motor fuel in U.S. city average
CUSR0000SETB01,0000,SETB01,S,R,S,1982-84=100,Gasoline (all types) in U.S. city average
CUSR0000SETB02,0000,SETB02,S,R,S,DECEMBER 1997=100,Other motor fuels in U.S. city average
CUSR0000SETC,0000,SETC,S,R,S,1982-84=100,Motor vehicle parts and equipment in U.S. city average
CUSR0000SETC01,0000,SETC01,S,R,S,1982-84=100,Tires in U.S. city average
CUSR0000SETD,0000,SETD,S,R,S,1982-84=100,Motor vehicle maintenance and repair in U.S. city average
CUSR0000SETD03,0000,SETD03,S,R,S,DECEMBER 1997=100,Motor vehicle repair in U.S. city average
CUSR0000SETE,0000,SETE,S,R,S,1982-84=100,Motor vehicle insurance in U.S. city average
CUSR0000SETF03,0000,SETF03,S,R,S,DECEMBER 1997=100,Parking and other fees in U.S. city average
CUSR0000SETG,0000,SETG,S,R,S,1982-84=100,Public transportation in U.S. city average
CUSR0000SETG01,0000,SETG01,S,R,S,1982-84=100,Airline fares in U.S. city average
CUSR0000SETG02,0000,SETG02,S,R,S,1982-84=100,Other intercity transportation in U.S. city average
CUSR0000SS02042,0000,SS02042,S,R,S,1982-84=100,Cookies in U.S. city average
CUSR0000SS0206A,0000,SS0206A,S,R,S,1982-84=100,Crackers
CUSR0000SS0206B,0000,SS0206B,S,R,S,1982-84=100,Frozen and refrigerated bakery products
CUSR0000SS04011,0000,SS04011,S,R,S,1982-84=100,Bacon and related products in U.S. city average
CUSR0000SS04012,0000,SS04012,S,R,S,DECEMBER 1997=100,Breakfast sausage and related products in U.S. city average
CUSR0000SS04031,0000,SS04031,S,R,S,1982-84=100,Ham
CUSR0000SS05011,0000,SS05011,S,R,S,1982-84=100,Frankfurters in U.S. city average
CUSR0000SS0501A,0000,SS0501A,S,R,S,DECEMBER 1997=100,Lunchmeats in U.S. city average
CUSR0000SS06011,0000,SS06011,S,R,S,1982-84=100,Fresh whole chicken in U.S. city average
CUSR0000SS07011,0000,SS07011,S,R,S,1982-84=100,Shelf stable fish and seafood in U.S. city average
CUSR0000SS07021,0000,SS07021,S,R,S,1982-84=100,Frozen fish and seafood in U.S. city average
CUSR0000SS09011,0000,SS09011,S,R,S,1982-84=100,Fresh whole milk in U.S. city average
CUSR0000SS09021,0000,SS09021,S,R,S,DECEMBER 1997=100,Fresh milk other than whole in U.S. city average
CUSR0000SS10011,0000,SS10011,S,R,S,1982-84=100,Butter in U.S. city average
CUSR0000SS11031,0000,SS11031,S,R,S,1982-84=100,Oranges
CUSR0000SS13031,0000,SS13031,S,R,S,DECEMBER 1997=100,Canned fruits in U.S. city average
CUSR0000SS14011,0000,SS14011,S,R,S,1982-84=100,Frozen vegetables in U.S. city average
